event_id,visit_type,name,country,locale,remarks,date_start,date_end
664,president,Barack Obama,Norway,Oslo,Met with King Harald V and Queen Sonja. Received the Nobel Peace Prize.,2009-12-10,2009-12-11
665,president,Barack Obama,Denmark,Copenhagen,Attended the UN Climate Change Conference.,2009-12-18,2009-12-18
666,president,Barack Obama,Afghanistan,Kabul,Met with President Karzai and addressed U.S. military personnel.,2010-03-28,2010-03-28
666,president,Barack Obama,Afghanistan,Bagram,Met with President Karzai and addressed U.S. military personnel.,2010-03-28,2010-03-28
667,president,Barack Obama,Czech Republic,Prague,"Signed Strategic Arms Reduction Treaty with Russia. Also met with the Presidents of the Czech Republic, Estonia, Latvia, and Romania; and with the Prime Ministers of Bulgaria, Croatia, the Czech Republic, Hungary, Lithuania, Poland, Slovakia, and Slovenia.",2010-04-08,2010-04-09
668,president,Barack Obama,Canada,Muskoka,Attended the G-8 and G-20 Economic Summit Meetings.,2010-06-25,2010-06-27
668,president,Barack Obama,Canada,Toronto,Attended the G-8 and G-20 Economic Summit Meetings.,2010-06-25,2010-06-27
669,president,Barack Obama,India,Mumbai,Attended U.S.-India Business and Entrepreneurship Summit in Mumbai. Met with Prime Minister Singh and President Patil. Addressed the Indian Parliament.,2010-11-06,2010-11-09
669,president,Barack Obama,India,New Delhi,Attended U.S.-India Business and Entrepreneurship Summit in Mumbai. Met with Prime Minister Singh and President Patil. Addressed the Indian Parliament.,2010-11-06,2010-11-09
670,president,Barack Obama,Indonesia,Jakarta,Met with President Yudhoyono.,2010-11-09,2010-11-10
671,president,Barack Obama,"Korea, Republic of",Seoul,Met with President Lee; attended the G-20 Summit Meeting.,2010-11-10,2010-11-12
672,president,Barack Obama,Japan,Yokohama,Attended the Asia-Pacific Economic Cooperation’s CEO Summit Meetings.,2010-11-12,2010-11-14
672,president,Barack Obama,Japan,Kamakura,Attended the Asia-Pacific Economic Cooperation’s CEO Summit Meetings.,2010-11-12,2010-11-14
673,president,Barack Obama,Portugal,Lisbon,Attended the NATO and U.S.-European Union Summit Meetings.,2010-11-19,2010-11-20
674,president,Barack Obama,Afghanistan,Bagram,Met with the leaders of the U.S. military and diplomatic missions and visited U.S. military personnel.,2010-12-03,2010-12-03
675,president,Barack Obama,Brazil,Brasilia,Met with President Roussef.,2011-03-19,2011-03-21
675,president,Barack Obama,Brazil,Rio de Janeiro,Met with President Roussef.,2011-03-19,2011-03-21
676,president,Barack Obama,Chile,Santiago,Met with President Pinera.,2011-03-21,2011-03-22
677,president,Barack Obama,El Salvador,San Salvador,Met with President Funes.,2011-03-22,2011-03-23
678,president,Barack Obama,Ireland,Dublin,Met with President McAleese and Prime Minister Kenny. Visited ancestral home.,2011-05-23,2011-05-23
678,president,Barack Obama,Ireland,Farmleigh,Met with President McAleese and Prime Minister Kenny. Visited ancestral home.,2011-05-23,2011-05-23
678,president,Barack Obama,Ireland,Moneygall,Met with President McAleese and Prime Minister Kenny. Visited ancestral home.,2011-05-23,2011-05-23
679,president,Barack Obama,United Kingdom,London,"Met with Queen Elizabeth II, Prime Minister Cameron, and Labour Party leader Miliband.",2011-05-23,2011-05-26
680,president,Barack Obama,France,Deauville,Attended the G-8 Economic Summit.,2011-05-26,2011-05-27
680,president,Barack Obama,France,Paris,Attended the G-8 Economic Summit.,2011-05-26,2011-05-27
681,president,Barack Obama,Poland,Warsaw,Met with President Komorowski and Prime Minister Tusk.,2011-05-27,2011-05-28
682,president,Barack Obama,France,Cannes,Attended the G-20 Summit Meeting.,2011-11-03,2011-11-04
683,president,Barack Obama,Australia,Canberra,Met with Prime Minister Gillard. Announced a new military cooperation agreement.,2011-11-16,2011-11-17
683,president,Barack Obama,Australia,Darwin,Met with Prime Minister Gillard. Announced a new military cooperation agreement.,2011-11-16,2011-11-17
684,president,Barack Obama,Indonesia,Bali,Attended the ASEAN and East Asia Summit Meetings.,2011-11-17,2011-11-20
685,president,Barack Obama,"Korea, Republic of",Seoul,Attended the Nuclear Security Summit. Met with President Lee Myung-bak and visited the Demilitarized Zone.,2012-03-25,2012-03-27
686,president,Barack Obama,Colombia,Cartagena,Attended the Summit of the Americas.,2012-04-13,2012-04-15
687,president,Barack Obama,Afghanistan,Kabul,Met with President Karzai and addressed U.S. military personnel. Signed a long-term strategic partnership agreement.,2012-05-01,2012-05-02
688,president,Barack Obama,Mexico,Cabo San Lucas,Attended the G-20 Economic Summit meeting.,2012-06-17,2012-06-19
689,president,Barack Obama,Thailand,Bangkok,Met with King Bhumibol Adulyadej and Prime Minister Yingluck Shinawatra.,2012-11-18,2012-11-19
690,president,Barack Obama,Burma,Rangoon,"Met with President Thein Sein, National League for Democracy leader Aung San Suu Kyi, and representatives of Burmese civil society.",2012-11-19,2012-11-19
691,president,Barack Obama,Cambodia,Phnom Penh,"Met with Prime Minister Hun Sen and a U.S.-ASEAN Leaders’ meeting, a Trans-Pacific Partnership meeting, and the East Asia Summit meeting.",2012-11-19,2012-11-19
692,president,Barack Obama,Israel,Tel Aviv,Met with President Shimon Peres and Prime Minister Benjamin Netanyahu.,2013-03-20,2013-03-22
692,president,Barack Obama,Israel,Jerusalem,Met with President Shimon Peres and Prime Minister Benjamin Netanyahu.,2013-03-20,2013-03-22
693,president,Barack Obama,Palestinian Authority,Ramallah,Met with President Mahmoud Abbas.,2013-03-21,2013-03-22
693,president,Barack Obama,Palestinian Authority,Al-Bireh,Met with President Mahmoud Abbas.,2013-03-21,2013-03-22
693,president,Barack Obama,Palestinian Authority,Bethlehem,Met with President Mahmoud Abbas.,2013-03-21,2013-03-22
694,president,Barack Obama,Jordan,Amman,Met with King Abdullah II.,2013-03-22,2013-03-24
694,president,Barack Obama,Jordan,Petra,Met with King Abdullah II.,2013-03-22,2013-03-24
695,president,Barack Obama,Mexico,Mexico City,Met with President Enrique Pena Nieto.,2013-05-02,2013-05-03
696,president,Barack Obama,Costa Rica,San Jose,Met with President Laura Chinchilla and leaders of the Central American Integration System.,2013-05-03,2013-05-04
697,president,Barack Obama,United Kingdom (Northern Ireland),Belfast,Attended the G-8 Economic Summit Meeting.,2013-06-16,2013-06-18
697,president,Barack Obama,United Kingdom (Northern Ireland),Enniskillen,Attended the G-8 Economic Summit Meeting.,2013-06-16,2013-06-18
698,president,Barack Obama,Germany,Berlin,Met with President Joachim Gauck and Chancellor Angela Merkel.,2013-06-18,2013-06-19
699,president,Barack Obama,Senegal,Dakar,Met with President Macky Sall.,2013-06-26,2013-06-28
700,president,Barack Obama,South Africa,Johannesburg,Met with President Jacob Zuma and with members of the Mandela family. Visited Robben Island.,2013-06-28,2013-07-01
700,president,Barack Obama,South Africa,Pretoria,Met with President Jacob Zuma and with members of the Mandela family. Visited Robben Island.,2013-06-28,2013-07-01
700,president,Barack Obama,South Africa,Cape Town,Met with President Jacob Zuma and with members of the Mandela family. Visited Robben Island.,2013-06-28,2013-07-01
701,president,Barack Obama,Tanzania,Dar es Salaam,Met with President Jakaya Kikwete. Laid a wreath at the memorial to the 1998 Embassy bombing.,2013-07-01,2013-07-02
702,president,Barack Obama,Senegal,Dakar,Stopped during return to Washington.,2013-07-02,2013-07-02
703,president,Barack Obama,Sweden,Stockholm,Met with King Carl XVI Gustaf and Prime Minister John Fredrik Reinfeldt.,2013-09-04,2013-09-05
704,president,Barack Obama,Russia,St. Petersburg,Attended the G-20 Economic Summit.,2013-09-05,2013-09-06
705,president,Barack Obama,South Africa,Johannesburg,Attended memorial service for former President Nelson Mandela.,2013-09-05,2013-09-06
706,president,Barack Obama,Mexico,Toluca,Attended the North American Leaders Summit.,2014-02-14,2014-02-14
707,president,Barack Obama,Netherlands,The Hague,"Attended the World Forum the Nuclear Security Summit, and a G-7 meeting on the Ukrainian crisis. Met with King Willem-Alexander and President Nursultan Nazarbayev of Kazakhstan.",2014-03-24,2014-03-25
707,president,Barack Obama,Netherlands,Amsterdam,"Attended the World Forum the Nuclear Security Summit, and a G-7 meeting on the Ukrainian crisis. Met with King Willem-Alexander and President Nursultan Nazarbayev of Kazakhstan.",2014-03-24,2014-03-25
708,president,Barack Obama,Belgium,Waregem,Attended a wreath-laying ceremony at the Flanders Field American Cemetery. Attended a meeting of the Council of the European Union.,2014-03-25,2014-03-26
708,president,Barack Obama,Belgium,Brussels,Attended a wreath-laying ceremony at the Flanders Field American Cemetery. Attended a meeting of the Council of the European Union.,2014-03-25,2014-03-26
709,president,Barack Obama,Italy,Rome,Met with President Giorgio Napolitano and Prime Minister Matteo Renzi. Toured the Colosseum.,2014-03-26,2014-03-28
710,president,Barack Obama,Vatican City,,Audience with Pope Francis and a meeting with Secretary of State Cardinal Pietro Parolin.,2014-03-27,2014-03-27
711,president,Barack Obama,Saudi Arabia,Riyadh,Met with King Abdullah bin Abdel Aziz al-Saud.,2014-03-28,2014-03-29
711,president,Barack Obama,Saudi Arabia,Rawdat Khurain,Met with King Abdullah bin Abdel Aziz al-Saud.,2014-03-28,2014-03-29
712,president,Barack Obama,Germany,Ramstein Air Force Base,Visited wounded U.S. military personnel.,2014-03-29,2014-03-29
713,president,Barack Obama,Japan,Tokyo,Met with Prime Minister Shinzo Abe and Emperor Akihito. Toured the National Museum of Emerging Science and Innovation. Toured the Meiji Jingu Shrine.,2014-04-22,2014-04-25
714,president,Barack Obama,"Korea, Republic of",Seoul,"Met with President Park Geun-hye, attended a wreath-laying ceremony at the National War Memorial, and visited U.S. military personnel.",2014-04-25,2014-04-26
715,president,Barack Obama,Malaysia,Kuala Lumpur,"Met with Prime Minister Najib Razak, toured the National Mosque and the Malaysian Global Innovation and Creativity Center.",2014-04-26,2014-04-28
716,president,Barack Obama,Philippines,Manila,Met with President Benigno S. Aquino 3rd. Attended a wreath-laying ceremony at the American Manila Cemetery.,2014-04-28,2014-04-29
716,president,Barack Obama,Philippines,Taguig,Met with President Benigno S. Aquino 3rd. Attended a wreath-laying ceremony at the American Manila Cemetery.,2014-04-28,2014-04-29
717,president,Barack Obama,Afghanistan,Bagram,Toured the Joint Operating Center and met with U.S. military personnel.,2014-05-25,2014-05-25
718,president,Barack Obama,Germany,Ramstein Air Force Base,Stopped while returning to Washington.,2014-05-26,2014-05-26
719,president,Barack Obama,Poland,Warsaw,Met with President Bronislaw Komorowski. Attended a Solidarity Dinner and a Freedom Day commemoration.,2014-06-03,2014-06-04
720,president,Barack Obama,Belgium,Brussels,Met with King Philippe and Prime Minister Elio Di Rupo. Attended meetings of the G-7 leaders.,2014-06-04,2014-06-05
